,key,DOCUMENTO,PROGRAMA,CICLO,ESTADO,PUNTOS,CREDITOS,PROMEDIO,TIPO_DOCUMENTO,GENERO,TITULO_BACHILLER,EDAD,ESTADO_CIVIL,EMPLEO,ESTRATO,GRUPO_VULNERABLE,latitude,longitude,LOCALIDAD
16,08f47cf031c7272942e5c624e432c34a,3d810d3e356e2e0a71bf392925c394c4,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,ACTIVO,125.9,31,4.061290322580645,TI,F,REGULAR,19.0,SOLTERO,INDEPENDIENTE,3.0,0,,,KENNEDY
17,f6873d4c8796643c7b8894bb9190caef,9176e1e8c022956b2a5774809e3f8120,TECNICO PROFESIONAL EN MANTENIMIENTO INDUSTRIAL,TECNICO,ACTIVO,100.49999999999999,29,3.46551724137931,CC,M,REGULAR,20.0,SOLTERO,DESEMPLEADO,2.0,0,4.681608799999999,-74.1338532,BOSA
18,a1d004f98f5be105ea3ba27430a65b09,3896ed4dffb66928451cd6da7a462ff5,TECNICA PROFESIONAL EN DIBUJO MECANICO Y DE HERRAMIENTAS INDUSTRIALES,TECNICO,ACTIVO,123.39999999999998,33,3.739393939393939,CC,M,REGULAR,20.0,SOLTERO,EMPLEADO,2.0,0,,,KENNEDY
19,748b41ec16bf79a2a35b15e642efa32f,df1f40aebf4f1e08081ec7c9861e3a70,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,ACTIVO,128.2,31,4.135483870967741,CC,F,REGULAR,23.0,SOLTERO,EMPLEADO,2.0,0,,,MUNICIPIO ALEDANO
20,2acb21191850947e2d121360cbe415a4,d6aa2d0ec6b768c0e16dd5ddadde2706,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,DESERTOR,45.199999999999996,18,2.511111111111111,TI,M,REGULAR,19.0,SOLTERO,EMPLEADO,2.0,0,4.6421372000000005,-74.15768790000001,BOSA
21,5880d338f36df71a65185ba94a9b1683,9b569012c05c77dd86c53df892bfe7c8,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,DESERTOR,69.6,33,2.109090909090909,TI,M,REGULAR,19.0,SOLTERO,DESEMPLEADO,2.0,0,,,BOSA
22,84dc60e82a2197d109728b023f5beba6,2f3ca77b90fa6ab8c5d13ba840dc673c,TECNICA PROFESIONAL EN DIBUJO MECANICO Y DE HERRAMIENTAS INDUSTRIALES,TECNICO,ACTIVO,181.00000000000003,48,3.770833333333334,TI,F,REGULAR,19.0,SOLTERO,DESEMPLEADO,2.0,0,,,BOSA
23,4e243368ecb888b5776e4a028a9ebd73,e514f39b90320db7e615be943423c031,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,ACTIVO,129.29999999999998,31,4.170967741935483,CC,F,REGULAR,19.0,SOLTERO,DESEMPLEADO,2.0,0,4.7098431,-74.1033865,BOSA
24,a86eee391515fd468502009f347abb34,a79dab61cfb89a08fddf960bd6888f29,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,174.49999999999997,54,3.231481481481481,TI,M,REGULAR,19.0,SOLTERO,EMPLEADO,2.0,0,,,BOSA
25,800c7796383385e9ec659bb699887cbd,059769bf7410111e1cef50d8568963f5,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,ACTIVO,73.0,18,4.055555555555555,CC,F,REGULAR,19.0,SOLTERO,EMPLEADO,2.0,0,4.694815900000001,-74.1028093,BOSA
26,ab7c4525e6d4969c390e8f5c99b2b956,b1a075451901196daaeaebb9782c722b,TECNICO PROFESIONAL EN MANTENIMIENTO INDUSTRIAL,TECNICO,ACTIVO,114.3,29,3.9413793103448276,TI,M,REGULAR,19.0,SOLTERO,DESEMPLEADO,2.0,0,,,BOSA
27,9754a55914d718f63f95812355cc2a16,6cd14aff873e95cafc5792caab87a527,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,166.9,48,3.4770833333333333,TI,M,REGULAR,18.0,SOLTERO,DESEMPLEADO,2.0,0,4.607272900000001,-74.0744952,BOSA
28,b38d62e86354a3ecff00047dfd83f463,fe437303b92c457216b58a8022566bb0,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,210.0,58,3.6206896551724137,TI,M,REGULAR,18.0,SOLTERO,INDEPENDIENTE,2.0,0,,,CIUDAD BOLIVAR
29,a55a7b69ad06b83c83386f540f1ba573,df2a7aa3ba940c764949f8835d3bd98d,TECNICA PROFESIONAL EN DIBUJO MECANICO Y DE HERRAMIENTAS INDUSTRIALES,TECNICO,ACTIVO,60.300000000000004,17,3.547058823529412,TI,M,REGULAR,18.0,SOLTERO,DESEMPLEADO,1.0,0,4.6370816,-74.0650853,BOSA
30,42fc4bb972913c5708afb347fba4bc6e,c95be42c26164b8c3607c29d66440724,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,66.5,18,3.6944444444444446,TI,M,REGULAR,18.0,SOLTERO,DESEMPLEADO,2.0,0,,,BOSA
31,dc03c26ca72c3266caf12b4b1f338070,3baf559a5abec94bcc6d927790fd2b23,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,54.699999999999996,18,3.0388888888888888,TI,M,REGULAR,17.0,SOLTERO,DESEMPLEADO,2.0,0,4.5830898,-74.11172679999999,BOSA
32,3b96730917d44c9573e4fbe0acb59ed5,bd0049c8adfd4b30fe94f6afd41befb5,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,DESERTOR,6.0,15,0.4,CC,M,REGULAR,21.0,SOLTERO,INDEPENDIENTE,2.0,0,4.6139567999999995,-74.2092837,BOSA
33,9dba131f75b62331708f83e9e0caff2a,d0c322356d051732e235f70fca9127db,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,86.0,30,2.8666666666666667,TI,M,REGULAR,19.0,SOLTERO,EMPLEADO,2.0,0,4.6804153,-74.1686078,FONTIBON
34,1f1b89715b12d743327c7f2ac2cb3a8a,dadc8635850edec23fda1f83a552f73a,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,166.4,54,3.0814814814814815,CC,M,REGULAR,20.0,SOLTERO,INDEPENDIENTE,2.0,0,,,PUENTE ARANDA
35,7e714f50ce9a1ca1daa83d3b44637ee1,132551afbb0dc4a756e41fc37eb0f3d6,TECNICO PROFESIONAL EN COMPUTACION,TECNICO,DESERTOR,49.599999999999994,16,3.0999999999999996,CC,M,REGULAR,20.0,SOLTERO,DESEMPLEADO,2.0,0,,,BOSA
36,24c2a3be6ca307cba1d9b9bf61b5673c,603f02054a7777a24a9477878bc667f0,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,102.69999999999999,30,3.423333333333333,CC,F,REGULAR,20.0,SOLTERO,EMPLEADO,2.0,0,,,CIUDAD BOLIVAR
37,8da4396b8b98d635da1ad1b76e5b11fa,bd2ca6d9e3667cae8c2f96e7d1b7d874,TECNICO PROFESIONAL EN COMPUTACION,TECNICO,ACTIVO,133.29999999999998,31,4.3,TI,M,REGULAR,19.0,,DESEMPLEADO,2.0,0,4.6088153,-74.1675936,KENNEDY
38,6de338b16ace97b6f4dac1c19544b9a2,df94c707a412e97478b79f86b9c7011a,TECNICO PROFESIONAL EN MANTENIMIENTO INDUSTRIAL,TECNICO,ACTIVO,52.8,14,3.7714285714285714,CC,M,VALIDACION,19.0,SOLTERO,DESEMPLEADO,3.0,0,,,KENNEDY
39,70b8417ffaa60b65fafa0b7fbc66af1d,4303a2f0f7a8ae428a4a0963291b2b6b,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,GRADUADO,376.3999999999999,91,4.136263736263736,TI,M,REGULAR,19.0,SOLTERO,,2.0,0,4.7622914000000005,-74.0328777,BOSA
40,f097235885d1b17858447aef79e33a24,4303a2f0f7a8ae428a4a0963291b2b6b,TECNOLOGIA EN AUTOMATIZACION INDUSTRIAL,TECNOLOGIA,ACTIVO,137.10000000000002,31,4.4225806451612915,TI,M,REGULAR,19.0,SOLTERO,,2.0,0,4.7622914000000005,-74.0328777,BOSA
41,fe3228c5f038dd9a8a7c85cabe191f4a,909318bf80858e1252ec989c47928004,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,ACTIVO,68.10000000000001,18,3.7833333333333337,TI,M,REGULAR,18.0,SOLTERO,DESEMPLEADO,3.0,0,4.6163847,-74.0621314,PUENTE ARANDA
