key,PROMEDIO,EMPLEO_DESEMPLEADO,EMPLEO_EMPLEADO,EMPLEO_INDEPENDIENTE,EMPLEO_OTRO,EMPLEO_SIN_INFO,ESTRATO_0,ESTRATO_1,ESTRATO_2,ESTRATO_3,ESTRATO_4,ESTRATO_5,ESTRATO_6,PROGRAMA_INGENIERIA_DE_SISTEMAS,PROGRAMA_INGENIERIA_ELECTROMECANICA,PROGRAMA_INGENIERIA_EN_DISENO_DE_MAQUINAS_Y_PRODUCTOS_INDUSTRIALES,PROGRAMA_INGENIERIA_EN_PROCESOS_INDUSTRIALES,PROGRAMA_INGENIERIA_MECANICA,PROGRAMA_INGENIERIA_MECATRONICA,PROGRAMA_TECNICA_PROFESIONAL_EN_DIBUJO_MECANICO_Y_DE_HERRAMIENTAS_INDUSTRIALES,PROGRAMA_TECNICA_PROFESIONAL_EN_PROCESOS_DE_MANUFACTURA,PROGRAMA_TECNICO_PROFESIONAL_EN_COMPUTACION,PROGRAMA_TECNICO_PROFESIONAL_EN_DISENO_DE_MAQUINAS,PROGRAMA_TECNICO_PROFESIONAL_EN_ELECTROMECANICA,PROGRAMA_TECNICO_PROFESIONAL_EN_ELECTRONICA_INDUSTRIAL,PROGRAMA_TECNICO_PROFESIONAL_EN_MANTENIMIENTO_INDUSTRIAL,PROGRAMA_TECNICO_PROFESIONAL_EN_MECATRONICA,PROGRAMA_TECNICO_PROFESIONAL_EN_PROCESOS_INDUSTRIALES,PROGRAMA_TECNICO_PROFESIONAL_EN_SISTEMAS,PROGRAMA_TECNOLOGIA_EN_AUTOMATIZACION_INDUSTRIAL,PROGRAMA_TECNOLOGIA_EN_DESARROLLO_DE_SOFTWARE,PROGRAMA_TECNOLOGIA_EN_DISENO_DE_MAQUINAS_Y_PRODUCTOS_INDUSTRIALES,PROGRAMA_TECNOLOGIA_EN_ELECTROMECANICA,PROGRAMA_TECNOLOGIA_EN_GESTION_DE_FABRICACION_MECANICA,PROGRAMA_TECNOLOGIA_EN_MECATRONICA,PROGRAMA_TECNOLOGIA_EN_MONTAJES_INDUSTRIALES,PROGRAMA_TECNOLOGIA_EN_PROCESOS_INDUSTRIALES,PROGRAMA_TECNOLOGIA_EN_PRODUCCION_INDUSTRIAL,PROGRAMA_TECNOLOGIA_EN_SISTEMAS
MTAxOTA1NDcxMyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,-2.0068043768940282,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA1NjI4MCB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,-1.0436014175133472,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MTAxOTA1NzM3NSB8IElOR0VOSUVSSUEgRUxFQ1RST01FQ0FOSUNB,0.27559979283190605,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA1NzM3NSB8IFRFQ05PTE9HSUEgRU4gRUxFQ1RST01FQ0FOSUNB,-1.7839942684624253,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MTAxOTA1NzM3NSB8IFRFQ05PTE9HSUEgRU4gTU9OVEFKRVMgSU5EVVNUUklBTEVT,0.7905671342290436,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MTAxOTA1ODQ4NCB8IElOR0VOSUVSSUEgREUgU0lTVEVNQVM=,0.6296149206598524,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA1ODQ4NCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gU0lTVEVNQVM=,0.234460307048467,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTAxOTA1ODQ4NCB8IFRFQ05PTE9HSUEgRU4gU0lTVEVNQVM=,0.1882420455730782,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MTAxOTA1ODk2NiB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,-1.3132500208243612,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA1OTI1NyB8IElOR0VOSUVSSUEgRUxFQ1RST01FQ0FOSUNB,-0.041097188655369085,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA1OTI1NyB8IFRFQ05PTE9HSUEgRU4gRUxFQ1RST01FQ0FOSUNB,-0.08447764703426648,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MTAxOTA1OTQ1MyB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,-0.8585068960356796,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2MDMyNSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST05JQ0EgSU5EVVNUUklBTA==,-2.5733906413265024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2MDg1MSB8IElOR0VOSUVSSUEgRUxFQ1RST01FQ0FOSUNB,0.2575632494980045,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2MDg1MSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,0.5941001857726336,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2MDg1MSB8IFRFQ05PTE9HSUEgRU4gRUxFQ1RST01FQ0FOSUNB,0.13553454971755066,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MTAxOTA2Mjg3OCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gU0lTVEVNQVM=,-0.8580580388680882,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTAxOTA2MzgxMSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,0.1443019276961318,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2NDI4MCB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,-0.6692387903681306,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MTAxOTA2NDQyMCB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,0.06214902771213341,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2NDQyMCB8IFRFQ05PTE9HSUEgRU4gUFJPRFVDQ0lPTiBJTkRVU1RSSUFM,0.7358048047207009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTAxOTA2NTIyOCB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,-0.17892266503939686,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2NTMwNCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,0.24454698497186075,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2NTMwNCB8IFRFQ05PTE9HSUEgRU4gRUxFQ1RST01FQ0FOSUNB,-1.1527888765375454,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MTAxOTA2NzM4NiB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,0.33841975448477885,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA2NzM4NiB8IFRFQ05PTE9HSUEgRU4gTU9OVEFKRVMgSU5EVVNUUklBTEVT,0.10471921146382317,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MTAxOTA2ODE0MyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUFOVEVOSU1JRU5UTyBJTkRVU1RSSUFM,-1.2553180063369835,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3MDg0MSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUFOVEVOSU1JRU5UTyBJTkRVU1RSSUFM,0.0610382195701156,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3MjQzNCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,0.03768453089918654,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3Mjc3MSB8IElOR0VOSUVSSUEgRUxFQ1RST01FQ0FOSUNB,-1.9130407041448447,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3Mjc3MSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,0.4617264936276008,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3MzE2NSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,0.3054296125464692,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3NDUxNCB8IElOR0VOSUVSSUEgRU4gRElTRU5PIERFIE1BUVVJTkFTIFkgUFJPRFVDVE9TIElORFVTVFJJQUxFUw==,0.5166267768621631,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3NDUxNCB8IFRFQ05PTE9HSUEgRU4gRElTRU5PIERFIE1BUVVJTkFTIFkgUFJPRFVDVE9TIElORFVTVFJJQUxFUw==,0.7048191808934493,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MTAxOTA3NDYyNCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gQ09NUFVUQUNJT04=,-2.8121577179756163,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3NjM3MiB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,-1.0330001199366907,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3NjczMSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,-1.0938763732912236,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3NzIyNCB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,-3.329144991361708,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MTAxOTA3NzUxMiB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gU0lTVEVNQVM=,-0.8750585040905985,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTAxOTA3NzU1OCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,0.3457394798470768,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3NzcwNiB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRElTRU5PIERFIE1BUVVJTkFT,-1.3323533232454745,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3Nzc4NSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,-0.4478695812969945,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3OTk5NyB8IElOR0VOSUVSSUEgTUVDQVRST05JQ0E=,0.1879482962038898,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3OTk5NyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,-0.17105970101164478,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA3OTk5NyB8IFRFQ05PTE9HSUEgRU4gTUVDQVRST05JQ0E=,0.07202161844374584,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MTAxOTA4MDcwNSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,-0.26470309818146764,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MDcwNSB8IFRFQ05PTE9HSUEgRU4gTU9OVEFKRVMgSU5EVVNUUklBTEVT,0.4363391617102396,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MTAxOTA4MDc4MCB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,0.5332495616082276,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MDc4MCB8IFRFQ05PTE9HSUEgRU4gUFJPRFVDQ0lPTiBJTkRVU1RSSUFM,0.4470073775842167,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTAxOTA4MjUwNCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gQ09NUFVUQUNJT04=,0.28066619194754394,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MjUwNCB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,0.01940313303576729,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MTAxOTA4MjU4MCB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,0.3968309869914324,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MjU4MCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,-0.4961794157524797,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MjU4MCB8IFRFQ05PTE9HSUEgRU4gUFJPRFVDQ0lPTiBJTkRVU1RSSUFM,0.5246332642146649,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTAxOTA4MzEzOCB8IElOR0VOSUVSSUEgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,1.214016265787947,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MzEzOCB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,0.7752085114491007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MzEzOCB8IFRFQ05PTE9HSUEgRU4gUFJPRFVDQ0lPTiBJTkRVU1RSSUFM,0.950097904086738,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTAxOTA4MzE1NyB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gRElCVUpPIE1FQ0FOSUNPIFkgREUgSEVSUkFNSUVOVEFTIElORFVTVFJJQUxFUw==,-0.0017635290203892571,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MzQ2NCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST05JQ0EgSU5EVVNUUklBTA==,-2.1269024421199854,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MzY1MSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST05JQ0EgSU5EVVNUUklBTA==,0.13409085707325138,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MzY1MSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,-0.8182500188173597,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4MzkyMyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,0.22102859635161407,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NDYyNyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,-0.5350934947556194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NTEzNCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gU0lTVEVNQVM=,-1.9619868064660368,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NTIxOCB8IElOR0VOSUVSSUEgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,0.956238663147964,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NTIxOCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,0.5176431431658302,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NTIxOCB8IFRFQ05PTE9HSUEgRU4gUFJPRFVDQ0lPTiBJTkRVU1RSSUFM,0.8934021446011183,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTAxOTA4NTc5NSB8IElOR0VOSUVSSUEgTUVDQVRST05JQ0E=,0.6896592823482601,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NTc5NSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,0.6108194770650992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NTc5NSB8IFRFQ05PTE9HSUEgRU4gTUVDQVRST05JQ0E=,0.7088207227980733,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MTAxOTA4NjQ3NCB8IElOR0VOSUVSSUEgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,0.8456125894027283,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NjQ3NCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,0.5193349894129039,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4NjQ3NCB8IFRFQ05PTE9HSUEgRU4gUFJPRFVDQ0lPTiBJTkRVU1RSSUFM,0.5203628072749249,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTAxOTA4NzYzNyB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,-0.0911684919509238,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MTAxOTA4ODQzMiB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,-0.21146953118870496,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA4OTAwNCB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,-3.340687032814049,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA5MDUzMSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,-0.2730123259573877,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA5MDYwNSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUFOVEVOSU1JRU5UTyBJTkRVU1RSSUFM,-1.241157631407029,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA5MTI4MSB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gRElCVUpPIE1FQ0FOSUNPIFkgREUgSEVSUkFNSUVOVEFTIElORFVTVFJJQUxFUw==,-1.7595216515676642,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA5MjAzMSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgSU5EVVNUUklBTEVT,-1.5099910135677959,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA5NTQyMyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUVDQVRST05JQ0E=,-0.0605900974087852,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA5NTcwMSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,-0.5229861632613879,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAxOTA5NTk0MSB8IElOR0VOSUVSSUEgTUVDQVRST05JQ0E=,0.6513519867669494,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
