key,PROGRAMA,CICLO,ESTADO,CREDITOS,PROMEDIO,GENERO,TITULO_BACHILLER,EDAD,ESTADO_CIVIL,EMPLEO,ESTRATO,GRUPO_VULNERABLE,latitude,longitude,LOCALIDAD
MTAwMDg2MTAwMSB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TECNOLOGIA,DESERTOR,47,3.1875744680851072,M,REGULAR,19,SOLTERO,DESEMPLEADO,3,0,,,KENNEDY
MTAwMDkyODU1OCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gQ09NUFVUQUNJT04=,TECNICO PROFESIONAL EN COMPUTACION,TECNICO,GRADUADO,74,4.015405405405406,M,REGULAR,21,SOLTERO,DESEMPLEADO,2,0,4.6580857,-74.0502202,USME
MTAwMDkyODU1OCB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TECNOLOGIA,GRADUADO,34,3.6657058823529414,M,REGULAR,21,SOLTERO,DESEMPLEADO,2,0,4.6580857,-74.0502202,USME
MTAwMDk4NDM3MyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST05JQ0EgSU5EVVNUUklBTA==,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,DESERTOR,49,3.1350612244897964,M,REGULAR,20,SOLTERO,DESEMPLEADO,3,0,4.6281974,-74.0676979,MUNICIPIO ALEDANO
MTAwMDk4NTgyMCB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TECNOLOGIA,DESERTOR,15,1.222,M,REGULAR,22,SOLTERO,DESEMPLEADO,2,0,4.648378900000001,-74.0664872,RAFAEL URIBE
MTAwMTA0NTE0MSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST05JQ0EgSU5EVVNUUklBTA==,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,DESERTOR,31,3.0467741935483867,M,REGULAR,19,SOLTERO,INDEPENDIENTE,2,0,,,KENNEDY
MTAwMTA1Mjc3OSB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,DESERTOR,44,2.594431818181818,F,REGULAR,26,SOLTERO,EMPLEADO,3,0,,,KENNEDY
MTAwMTA1NDQyMCB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TECNOLOGIA,DESERTOR,15,0.8646666666666667,F,REGULAR,21,SOLTERO,OTRO,2,0,4.598056400000001,-74.0953312,SAN CRISTOBAL
MTAwMTA2MzU4MiB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,DESERTOR,15,0.8499999999999999,M,REGULAR,20,SOLTERO,OTRO,2,0,4.6948885,-74.121993,BOSA
MTAwMTA2Mzk3OSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUFOVEVOSU1JRU5UTyBJTkRVU1RSSUFM,TECNICO PROFESIONAL EN MANTENIMIENTO INDUSTRIAL,TECNICO,DESERTOR,14,2.347142857142857,M,REGULAR,21,SOLTERO,EMPLEADO,2,0,,,CIUDAD BOLIVAR
